1329566164 1 0 0 0
1329566291 2 0 0 0
1329566406 3 0 0 0
1329566571 4 0 0 0
1329575459 5 0 0 0
1329575967 5 1 0 0
1329576191 5 2 0 0
1329576904 6 2 0 0
1329578793 6 3 0 0
1329578930 6 4 0 0
1329579111 6 5 0 0
1329579309 7 5 0 0
1329580878 7 6 0 0
1329580971 7 7 0 0
1329580984 7 8 0 0
1329583007 8 8 0 0
1329584509 8 9 0 0
1329586081 8 10 0 0
1329588068 9 10 0 0
1329588277 9 11 0 0
1329588390 10 11 0 0
1329588579 11 11 0 0
1329588968 11 12 0 0
1329588988 11 13 0 0
1329597811 11 14 0 0
1329604585 11 14 1 0
1329607124 11 15 1 0
1329607282 11 16 1 0
1329608414 11 17 1 0
1329643539 11 17 2 0
1329644789 11 17 3 0
1329645612 12 17 3 0
1329649329 13 17 3 0
1329650133 14 17 3 0
1329651849 14 17 4 0
1329651862 14 17 5 0
1329652343 14 17 6 0
1329654077 14 17 7 0
1329654610 14 17 8 0
1329655609 14 17 9 0
1329655703 15 17 9 0
1329655894 16 17 9 0
1329656004 17 17 9 0
1329656738 18 17 9 0
1329657013 18 17 10 0
1329657393 18 17 11 0
1329657648 19 17 11 0
1329657778 19 17 11 1
1329657784 19 17 11 2
1329658574 19 17 11 3
1329659101 19 17 12 3
1329659520 19 17 13 3
1329659578 19 17 14 3
1329659726 19 17 15 3
1329662731 19 17 16 3
1329669704 19 17 16 4
1329669707 19 17 16 5
1329669803 19 17 16 6
1329670200 19 17 16 7
1329670299 19 17 16 8
1329670523 19 17 16 9
1329671251 19 17 16 10
