1329566164 215 0 0 0
1329566291 218 0 0 0
1329566406 950 0 0 0
1329566571 994 0 0 0
1329575459 1828 0 0 0
1329575967 1828 153 0 0
1329576191 1828 889 0 0
1329576904 1854 889 0 0
1329578793 1854 987 0 0
1329578930 1854 1002 0 0
1329579111 1854 1002 0 0
1329579309 1854 1002 0 0
1329580878 1854 1037 0 0
1329580971 1854 1037 0 0
1329580984 1854 1037 0 0
1329583007 1856 1037 0 0
1329584509 1856 1129 0 0
1329586081 1856 1231 0 0
1329588068 1885 1231 0 0
1329588277 1885 1261 0 0
1329588390 1988 1261 0 0
1329588579 1988 1261 0 0
1329588968 1988 1261 0 0
1329588988 1988 1261 0 0
1329597811 1988 1289 0 0
1329604585 1988 1289 30 0
1329607124 1988 1360 30 0
1329607282 1988 1360 30 0
1329608414 1988 1383 30 0
1329643539 1988 1383 36 0
1329644789 1988 1383 36 0
1329645612 1991 1383 36 0
1329649329 2024 1383 36 0
1329650133 2024 1383 36 0
1329651849 2024 1383 59 0
1329651862 2024 1383 59 0
1329652343 2024 1383 70 0
1329654077 2024 1383 80 0
1329654610 2024 1383 101 0
1329655609 2024 1383 144 0
1329655703 2045 1383 144 0
1329655894 2045 1383 144 0
1329656004 2091 1383 144 0
1329656738 2099 1383 144 0
1329657013 2099 1383 148 0
1329657393 2099 1383 148 0
1329657648 2099 1383 148 0
1329657778 2099 1383 148 915
1329657784 2099 1383 148 915
1329658574 2099 1383 148 915
1329659101 2099 1383 165 915
1329659520 2099 1383 165 915
1329659578 2099 1383 175 915
1329659726 2099 1383 176 915
1329662731 2099 1383 182 915
1329669704 2099 1383 182 1063
1329669707 2099 1383 182 1063
1329669803 2099 1383 182 1063
1329670200 2099 1383 182 1114
1329670299 2099 1383 182 1114
